_;Order.GT_RegionCode__c;Order;Order.GT_ShopCode__c;Order.OrderNumber;Order.CustomerCode__c;Order.vlocity_cmt__OriginatingChannel__c;Order.OrderRecordTypeName__c;Order.GT_OrderDate__c;Order.GT_SoldDate__c;Order.ActivatedDate;Order.EffectiveDate;Order.GT_ReturnDate__c;Order.Status;Order.Type;Order.CurrencyIsoCode;Order.GT_TotalAmountSale__c;Order.GT_TotalAmountNoVAT__c;vlocity_cmt__InCartQuantityMap__c;Quantity;GT_ProductSKU__c;GT_OneTimePriceNoVAT__c;Order.GT_TotalAmountToBePaid__c;Order.GT_OneTimePriceTotalVAT__c;GT_FinalPrice__c;Order.GT_InvoiceID__c;GT_EarSide__c;Order.GT_SaleFromTrial__c;Order.GT_TrialEndDate__c;Order.GT_TrialStartDate__c;Order.GT_LastOrderAction__c;Order.GT_TrialOrder__r;Order.Account.GT_LastHADate__c;Account;Order.Account.GT_LastTrialDate__c;Order.Account.GT_TrialLast6Months__c;Product2.ProductCode;Product2;Product2.vlocity_cmt__ObjectTypeName__c;Product2.GT_AmplifonClassDesc__c;Order.Account
[OrderItem];Region 3;[Order];114;09866409;00902503;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;6400;5818.18;;1;HA105723;2909.09;6400;581.82;3200;;R;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];206;09867902;20622L3B;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;1980;1800;;1;HA105723;900;1980;180;990;;L;FALSE;;;;;24/05/2024;;24/05/2024;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];121;09866590;12102389;Call Center;Trial;30/08/2024;;;30/08/2024;;Trial Accepted;Trial;EUR;4480;4072.72;;1;HA105723;2036.36;4480;407.28;2240;;R;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];121;09866590;12102389;Call Center;Trial;30/08/2024;;;30/08/2024;;Trial Accepted;Trial;EUR;4480;4072.72;;1;HA105723;2036.36;4480;407.28;2240;;L;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];B55;09866014;5258121;Call Center;Trial;;;;30/08/2024;;Trial Delivered;Trial;EUR;3200;2909.09;;1;HA105723;2909.09;3200;290.91;3200;;L;FALSE;;30/08/2024;Delivery Trial;;;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8EC;09867818;2564766;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;1800;1800;;1;HA105723;900;1800;0;900;;L;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8EC;09867818;2564766;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;1800;1800;;1;HA105723;900;1800;0;900;;R;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];AF1;09867694;01227611;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;6400;5818.18;;1;HA105723;2909.09;6400;581.82;3200;;L;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];B34;09866119;5414933;Call Center;Trial;;;;30/08/2024;;Trial Delivered;Trial;EUR;3840;3490.9;;1;HA105723;1745.45;3840;349.1;1920;;R;FALSE;;30/08/2024;Delivery Trial;;;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];8BE;09866137;5319607;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;3200;2909.09;;1;HA105723;2909.09;3200;290.91;3200;;R;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];206;09867897;20622L3B;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;1980;1800;;1;HA105723;900;1980;180;990;;R;FALSE;;;;;24/05/2024;;24/05/2024;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];206;09867902;20622L3B;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;1980;1800;;1;HA105723;900;1980;180;990;;R;FALSE;;;;;24/05/2024;;24/05/2024;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];206;09867927;20622L3B;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;6400;5818.18;;1;HA105723;2909.09;6400;581.82;3200;;R;FALSE;;;;;24/05/2024;;24/05/2024;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];AF1;09867694;01227611;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;6400;5818.18;;1;HA105723;2909.09;6400;581.82;3200;;R;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];845;09842999;3070260;Call Center;Sale from Trial;;30/08/2024;2024-08-30T08:36:42.000+0000;21/08/2024;;Sold;Sale;EUR;3200;2909.08;;1;HA105723;1454.54;3200;290.92;1600;FT2024037202/000010;R;TRUE;30/08/2024;21/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];8BE;09866190;5319607;Call Center;Sale;;;;30/08/2024;;Order Accepted;Sale;EUR;3200;2909.08;;1;HA105723;1454.54;3200;290.92;1600;;L;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];B34;09866119;5414933;Call Center;Trial;;;;30/08/2024;;Trial Delivered;Trial;EUR;3840;3490.9;;1;HA105723;1745.45;3840;349.1;1920;;L;FALSE;;30/08/2024;Delivery Trial;;;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];845;09867746;5368577;Call Center;Sale;;;;30/08/2024;;Order Accepted;Sale;EUR;4979;4511.56;;1;HA105723;1454.54;4979;467.44;1600;;L;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];206;09867900;20622L3B;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;3840;3490.9;;1;HA105723;1745.45;3840;349.1;1920;;L;FALSE;;;;;24/05/2024;;24/05/2024;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];206;09867900;20622L3B;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;3840;3490.9;;1;HA105723;1745.45;3840;349.1;1920;;R;FALSE;;;;;24/05/2024;;24/05/2024;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];845;09842999;3070260;Call Center;Sale from Trial;;30/08/2024;2024-08-30T08:36:42.000+0000;21/08/2024;;Sold;Sale;EUR;3200;2909.08;;1;HA105723;1454.54;3200;290.92;1600;FT2024037202/000010;L;TRUE;30/08/2024;21/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];9AA;09867648;4096282;Call Center;Sale;;;;30/08/2024;;Order Accepted;Sale;EUR;3490.9;3490.9;;1;HA105723;1745.45;3490.9;0;1745.45;;R;FALSE;;;;;;;03/08/2021;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_DKC_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];096;09867117;2199579;Call Center;Trial;;;;30/08/2024;;Trial Accepted;Trial;EUR;5150;4681.82;;1;HA108802;4681.82;5150;468.18;5150;;R;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_5_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];096;09866698;2199579;Call Center;Trial;;;;30/08/2024;;Rejected;Trial;EUR;10300;9363.64;;1;HA108802;4681.82;10300;936.36;5150;;L;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_5_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];096;09867094;2199579;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;10300;9363.64;;1;HA108802;4681.82;10300;936.36;5150;;L;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_5_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];096;09867094;2199579;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;10300;9363.64;;1;HA108802;4681.82;10300;936.36;5150;;R;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_5_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];096;09866698;2199579;Call Center;Trial;;;;30/08/2024;;Rejected;Trial;EUR;10300;9363.64;;1;HA108802;4681.82;10300;936.36;5150;;R;FALSE;;;;;;;;No;AMP_002_AMPLI-ENERGY_R_5_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];95E;09807316;3256734;Call Center;Sale from Trial;;30/08/2024;2024-08-30T10:36:28.000+0000;05/08/2024;;Sold;Sale;EUR;4186;3805.44;;1;HA108825;1902.72;4186;380.56;2093;FT2024053701/000026;R;TRUE;08/08/2024;05/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_B_4_OM_R-P;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];95E;09807316;3256734;Call Center;Sale from Trial;;30/08/2024;2024-08-30T10:36:28.000+0000;05/08/2024;;Sold;Sale;EUR;4186;3805.44;;1;HA108825;1902.72;4186;380.56;2093;FT2024053701/000026;L;TRUE;08/08/2024;05/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_B_4_OM_R-P;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];8BF;09866848;01227789;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;5200;4727.26;;1;HA108771;2363.63;5200;472.74;2600;;L;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_3_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];8BF;09866848;01227789;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;5200;4727.26;;1;HA108771;2363.63;5200;472.74;2600;;R;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_3_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];096;09867362;09602BDJ;Call Center;Trial;;;;30/08/2024;;Cancelled;Trial;EUR;4000;3636.36;;1;N/A;3636.36;4000;363.64;4000;;-;FALSE;;;;;;;31/08/2023;No;AMP_002_AMPLI-ENERGY_R_3_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];096;09867374;09602BDJ;Call Center;Trial;;;;30/08/2024;;Trial Accepted;Trial;EUR;4000;3636.36;;1;HA108771;3636.36;4000;363.64;4000;;R;FALSE;;;;;;;31/08/2023;No;AMP_002_AMPLI-ENERGY_R_3_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];096;09867250;09602BGT;Call Center;Trial;;;;30/08/2024;;Cancelled;Trial;EUR;4000;3636.36;;1;N/A;3636.36;4000;363.64;4000;;-;FALSE;;;;;30/11/2023;;30/11/2023;;AMP_002_AMPLI-ENERGY_R_3_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];096;09867262;09602BGT;Call Center;Trial;;;;30/08/2024;;Trial Accepted;Trial;EUR;4000;3636.36;;1;HA108771;3636.36;4000;363.64;4000;;R;FALSE;;;;;30/11/2023;;30/11/2023;;AMP_002_AMPLI-ENERGY_R_3_OM_R-S;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];029;09376896;02922ICM;Call Center;Sale from Trial;;30/08/2024;2024-08-30T11:00:41.000+0000;26/07/2024;;Sold;Sale;EUR;4288;3898.18;;1;HA105712;1949.09;4288;389.82;2144;FT2024054101/000019;R;TRUE;30/08/2024;30/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];029;09376896;02922ICM;Call Center;Sale from Trial;;30/08/2024;2024-08-30T11:00:41.000+0000;26/07/2024;;Sold;Sale;EUR;4288;3898.18;;1;HA105712;1949.09;4288;389.82;2144;FT2024054101/000019;L;TRUE;30/08/2024;30/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];964;09866012;01229890;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;3200;2909.08;;1;HA105712;1454.54;3200;290.92;1600;;R;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];A28;09847650;3097536;Call Center;Sale from Trial;;30/08/2024;2024-08-30T07:58:16.000+0000;22/08/2024;;Sold;Sale;EUR;1872;1800;;1;HA105712;900;1872;72;936;FT2024017001/000007;R;TRUE;30/08/2024;22/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];179;09841867;179002XJ;Call Center;Sale from Trial;20/08/2024;30/08/2024;2024-08-30T09:04:32.000+0000;20/08/2024;;Sold;Sale;EUR;2304;2094.54;;1;HA105712;2094.54;0;209.46;2304;FT2024005301/000039;L;TRUE;29/08/2024;28/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];257;09867408;0432183O;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;1980;1800;;1;HA105712;900;1980;180;990;;L;FALSE;;;;;;;26/03/2019;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];A32;09852950;5227667;Call Center;Sale from Trial;;30/08/2024;2024-08-30T08:21:22.000+0000;26/08/2024;;Sold;Sale;EUR;3200;2909.08;;1;HA105712;1454.54;3200;290.92;1600;FT2024036503/000017;R;TRUE;28/08/2024;28/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];B56;09866560;2507020;Call Center;Trial;;;;30/08/2024;;Trial Delivered;Trial;EUR;6400;5818.18;;1;HA105712;2909.09;6400;581.82;3200;;R;FALSE;;30/08/2024;Delivery Trial;;;;22/01/2024;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];BBD;09865972;01217824;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;1980;1800;;1;HA105712;900;1980;180;990;;R;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];A28;09847650;3097536;Call Center;Sale from Trial;;30/08/2024;2024-08-30T07:58:16.000+0000;22/08/2024;;Sold;Sale;EUR;1872;1800;;1;HA105712;900;1872;72;936;FT2024017001/000007;L;TRUE;30/08/2024;22/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];9AA;09866165;1328417;Call Center;Sale;;30/08/2024;2024-08-30T10:27:15.000+0000;30/08/2024;;Sold;Sale;EUR;2909.08;2909.08;;1;HA105712;1454.54;2909.08;0;1454.54;FT2024042802/000015;L;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];B80;09866694;01228783;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;4672;4247.28;;1;HA105712;2123.64;4672;424.72;2336;;R;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];048;09866138;01230224;Call Center;Sale;;30/08/2024;2024-08-30T09:04:16.000+0000;30/08/2024;;Sold;Sale;EUR;4928;4480;;1;HA105712;2240;4928;448;2464;FT2024018601/000020;L;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];A32;09852950;5227667;Call Center;Sale from Trial;;30/08/2024;2024-08-30T08:21:22.000+0000;26/08/2024;;Sold;Sale;EUR;3200;2909.08;;1;HA105712;1454.54;3200;290.92;1600;FT2024036503/000017;L;TRUE;28/08/2024;28/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8EF;09866661;01230788;Call Center;Sale;;30/08/2024;2024-08-30T10:10:10.000+0000;30/08/2024;;Sold;Sale;EUR;3200;2909.09;;1;HA105712;2909.09;3200;290.91;3200;FT2024041002/000034;R;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];257;09867379;0432183O;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;6400;5818.18;;1;HA105712;2909.09;6400;581.82;3200;;L;FALSE;;;;;;;26/03/2019;No;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];B80;09866694;01228783;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;4672;4247.28;;1;HA105712;2123.64;4672;424.72;2336;;L;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 5;[Order];ACB;09867337;01227035;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;4672;4247.28;;1;HA105712;2123.64;4672;424.72;2336;;L;FALSE;;;;;;;;;AMP_002_AMPLI-ENERGY_R_2_AX_R_BG_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
